iter	Logloss
498	0.1190817144
499	0.1188574295
500	0.1185212303
501	0.1182514272
502	0.1180648361
503	0.1179152394
504	0.1176013216
505	0.1173967882
506	0.1171419077
507	0.1169171532
508	0.1167131786
509	0.1165194667
510	0.1162030516
511	0.1160742074
512	0.1158236899
513	0.1155122457
514	0.1151735037
515	0.1150723305
516	0.1148519566
517	0.1146028793
518	0.1144183361
519	0.1141342903
520	0.1139106338
521	0.1136665891
522	0.113345705
523	0.1130644062
524	0.1130017378
525	0.1128115311
526	0.1126649547
527	0.1123448189
528	0.1121791107
529	0.1119195283
530	0.1117388007
531	0.1115920868
532	0.1113758053
533	0.1112074641
534	0.1111279039
535	0.1109586462
536	0.1107816102
537	0.1104828266
538	0.1103000406
539	0.110085174
540	0.1098566044
541	0.1097532856
542	0.1095438516
543	0.1093468013
544	0.1090981033
545	0.1089333655
546	0.1086787396
547	0.1085046966
548	0.1082358869
549	0.1080161605
550	0.1079034911
551	0.1076658329
552	0.1075439819
553	0.1073742868
554	0.1071536957
555	0.1069047676
556	0.1067635772
557	0.1066151919
558	0.1065143558
559	0.1063939804
560	0.1061744955
561	0.1059355911
562	0.1057628934
563	0.1056505123
564	0.1055159845
565	0.1053122159
566	0.1050771464
567	0.104933957
568	0.1046471686
569	0.1044119907
570	0.1042525971
571	0.1039608692
572	0.1038901732
573	0.1036733005
574	0.1034077202
575	0.1032223827
576	0.1030253081
577	0.1029150117
578	0.1028076785
579	0.1027393106
580	0.102530619
581	0.1024325189
582	0.1023292337
583	0.1020787659
584	0.1018804577
585	0.1016068779
586	0.1013926062
587	0.1011687227
588	0.1009441537
589	0.1007514438
590	0.1004695673
591	0.1002010895
592	0.1000211208
593	0.09991281458
594	0.099669572
595	0.09946157908
596	0.09935402012
597	0.09918384835
598	0.09907632224
599	0.0989483958
600	0.09874544321
601	0.09849871026
602	0.09826601241
603	0.09804366694
604	0.09792136092
605	0.09776173874
606	0.09755789223
607	0.09747406845
608	0.09722701438
609	0.09707394457
610	0.09681813536
611	0.09662841599
612	0.09656473824
613	0.09638413759
614	0.09620368346
615	0.09611519819
616	0.09593470294
617	0.09577732658
618	0.09561172401
619	0.09544586151
620	0.09521307527
621	0.09509390079
622	0.09492522939
623	0.09480570464
624	0.09470867359
625	0.09445858884
626	0.09422653425
627	0.09411119013
628	0.09395716965
629	0.09380059136
630	0.0935956104
631	0.09345362362
632	0.09336121071
633	0.09321483081
634	0.09312104959
635	0.09300339465
636	0.0927591701
637	0.09263065156
638	0.09243663788
639	0.09234418737
640	0.09224457635
641	0.09209591868
642	0.0919429526
643	0.09175050342
644	0.0915835624
645	0.09150007005
646	0.09142722786
647	0.09129852848
648	0.09119827872
649	0.09106106087
650	0.09090520199
651	0.09077105812
652	0.09062032037
653	0.09047401794
654	0.09030450435
655	0.09012665699
656	0.09001564689
657	0.08990067899
658	0.08977206455
659	0.08959707952
660	0.0894085358
661	0.08930461395
662	0.08918510013
663	0.08904562779
664	0.08890805095
665	0.08880753559
666	0.08863175122
667	0.08850527193
668	0.08841099384
669	0.08824520034
670	0.08814829642
671	0.08804380258
672	0.08788857977
673	0.08765672115
674	0.08753794899
675	0.08746016775
676	0.08736202473
677	0.08716844308
678	0.08708359987
679	0.08690027118
680	0.08677699913
681	0.08662690915
682	0.08650986915
683	0.08642165743
684	0.08627978202
685	0.08609066424
686	0.08595903541
687	0.08582796073
688	0.08559272704
689	0.08544900021
690	0.08526446445
691	0.08505893239
692	0.08499776727
693	0.08483576048
694	0.08472354916
695	0.08460971055
696	0.08442418092
697	0.08429259941
698	0.08422088625
699	0.0840764116
700	0.08393637545
701	0.08384775729
702	0.08375859857
703	0.08368169281
704	0.08353683855
705	0.08340767306
706	0.08330900891
707	0.08320877757
708	0.08303470658
709	0.08290761499
710	0.08275613671
711	0.08260934755
712	0.08254570958
713	0.08240276808
714	0.08224724026
715	0.08211053793
716	0.08197978785
717	0.08184127817
718	0.08173396353
719	0.08166338635
720	0.08152390281
721	0.0813995136
722	0.0812551671
723	0.08119851015
724	0.08107372911
725	0.08093246103
726	0.08077547758
727	0.08066973977
728	0.08057332108
729	0.08044355264
730	0.0803985245
731	0.08024326953
732	0.08011501431
733	0.08001204543
734	0.07989264369
735	0.07979794426
736	0.07960103446
737	0.07951598591
738	0.07936475407
739	0.07923873656
740	0.07909236131
741	0.07891903773
742	0.07870809776
743	0.07854134019
744	0.07844431497
745	0.07836492067
746	0.07817856247
747	0.07799632226
748	0.0779301724
749	0.07787855319
750	0.07769075059
751	0.07751325079
752	0.07733033499
753	0.07721324483
754	0.07713571668
755	0.07695788072
756	0.07683598655
757	0.07668245287
758	0.07649825957
759	0.07645038302
760	0.07635521235
761	0.07625787428
762	0.07614549254
763	0.07604244557
764	0.07597959332
765	0.07589051172
766	0.07575428837
767	0.07559060435
768	0.07547666108
769	0.07536695394
770	0.07528559332
771	0.07515242802
772	0.07504268453
773	0.07494094909
774	0.0748184381
775	0.07474408141
776	0.07465182222
777	0.07461736988
778	0.07456289988
779	0.07443326897
780	0.07431598985
781	0.07422782995
782	0.07415232344
783	0.07404768085
784	0.07390938994
785	0.07384643903
786	0.07377095454
787	0.07360782263
788	0.07343871388
789	0.07333665963
790	0.07324257298
791	0.07317681325
792	0.07302542393
793	0.07292090154
794	0.07285260673
795	0.07273962571
796	0.07259805983
797	0.07247311841
798	0.07230810246
799	0.07224007713
800	0.07213383341
801	0.07206965759
802	0.07195929874
803	0.0718426625
804	0.07176619312
805	0.07165576062
806	0.07152651405
807	0.07143099991
808	0.07126707441
809	0.07115338557
810	0.0711174966
811	0.0710213668
812	0.07095485799
813	0.07085210937
814	0.07077380242
815	0.07064195999
816	0.07058485395
817	0.07049143274
818	0.07035930243
819	0.07025226022
820	0.07010925224
821	0.07004095277
822	0.06991923812
823	0.06984048528
824	0.0697397281
825	0.06965846088
826	0.06957629818
827	0.06952427487
828	0.06939108835
829	0.06920327008
830	0.06910148272
831	0.06902517201
832	0.06889356362
833	0.06877452027
834	0.06865053352
835	0.06848508925
836	0.06835648799
837	0.06827183957
838	0.06815521635
839	0.06808673448
840	0.06797161888
841	0.06792242031
842	0.06784340855
843	0.06770405212
844	0.06760461557
845	0.06757680651
846	0.06743378205
847	0.06731698158
848	0.06721236136
849	0.0671894717
850	0.06714893609
851	0.06704985408
852	0.06691662098
853	0.06685277507
854	0.06676491475
855	0.06665427133
856	0.06652640477
857	0.06646292867
858	0.06632660541
859	0.06626139751
860	0.0661504518
861	0.06613642073
862	0.0660336552
863	0.06595677853
864	0.06590858252
865	0.06587261625
866	0.06583708993
867	0.0658086026
868	0.06566732782
869	0.06556492353
870	0.06552103293
871	0.06540057541
872	0.0653190436
873	0.06524536912
874	0.06517076347
875	0.06505387728
876	0.06497342438
877	0.06484332118
878	0.06474978011
879	0.06469009398
880	0.06461646321
881	0.06447924604
882	0.0644324604
883	0.06430576018
884	0.06423394925
885	0.06416794959
886	0.06413975812
887	0.06408667207
888	0.06400318858
889	0.06391255655
890	0.06388280873
891	0.06376362385
892	0.06371883526
893	0.06364495619
894	0.06352351832
895	0.06349155809
896	0.06340902379
897	0.06329335107
898	0.0631807357
899	0.06310071861
900	0.06298258496
901	0.06291181297
902	0.06279904715
903	0.06273947436
904	0.06263921041
905	0.06252475774
906	0.0624288248
907	0.0623335515
908	0.06217269344
909	0.0620754552
910	0.06204310676
911	0.06201209838
912	0.0619277271
913	0.06185354122
914	0.06177478711
915	0.06170663699
916	0.06166376494
917	0.06157595568
918	0.06149627945
919	0.06137177175
920	0.06129875346
921	0.06121549461
922	0.06108735685
923	0.06099593463
924	0.06092964963
925	0.06085557023
926	0.06076551422
927	0.06075257915
928	0.0606627027
929	0.06053830844
930	0.06046643233
931	0.06040029249
932	0.06029001063
933	0.0602131694
934	0.06018412406
935	0.06011147516
936	0.06001554317
937	0.05999993137
938	0.0598772961
939	0.05975792052
940	0.05971791242
941	0.05962529871
942	0.05960359288
943	0.05954456385
944	0.0594279973
945	0.05934851579
946	0.05932427528
947	0.05929905546
948	0.05920088153
949	0.05915417435
950	0.05905317455
951	0.05903531364
952	0.05901493813
953	0.05898990958
954	0.05892586244
955	0.05887292623
956	0.05885928623
957	0.05872744659
958	0.05867200958
959	0.05866208824
960	0.05861265038
961	0.0585248186
962	0.05842546049
963	0.05837307077
964	0.05832621513
965	0.05824728835
966	0.05818668239
967	0.05815887482
968	0.05813397044
969	0.05811635215
970	0.05810056869
971	0.05797265816
972	0.05794853865
973	0.05787976231
974	0.05777629441
975	0.05773619356
976	0.05764953754
977	0.05759137015
978	0.05753231552
979	0.05740434782
980	0.05734934553
981	0.05728128239
982	0.05720044635
983	0.05716969739
984	0.05712384162
985	0.05705904583
986	0.05696387722
987	0.05686849824
988	0.0567211061
989	0.05657072198
990	0.05649220119
991	0.0563763126
992	0.0562910352
993	0.05626944124
994	0.05623197892
995	0.05621518802
996	0.05613074698
997	0.0560659254
998	0.05600447798
999	0.05595898951
